N,P,K,ph,rainfall,temperature,label,Fertilizer,humidity
0.6923076923,0.5625,0.3103448276,7.5,0.5,25,Wheat,Urea,
0.7307692308,0.5625,0.3103448276,7.5,0.5,25,Wheat,Urea,
0.7692307692,0.5625,0.3103448276,7.5,0.5,25,Wheat,Urea,
0.6153846154,0.625,0.3448275862,6,0.1428571429,15,Wheat,Urea,
0.6538461538,0.625,0.3448275862,6,0.1428571429,15,Wheat,Urea,
0.6923076923,0.625,0.3448275862,6,0.1428571429,15,Wheat,Urea,
0.7307692308,0.625,0.3448275862,6,0.1428571429,15,Wheat,Urea,
0.7692307692,0.625,0.3448275862,6,0.1428571429,15,Wheat,Urea,
0.3076923077,0.375,0.2413793103,6,0.1428571429,15,Wheat,19:19:19 NPK,
0.3461538462,0.375,0.2413793103,6,0.1428571429,15,Wheat,19:19:19 NPK,
0.3846153846,0.375,0.2413793103,6,0.1428571429,15,Wheat,19:19:19 NPK,
0.4230769231,0.375,0.2413793103,6,0.1428571429,15,Wheat,19:19:19 NPK,
0.4615384615,0.375,0.2413793103,6,0.1428571429,15,Wheat,19:19:19 NPK,
0.5,0.375,0.2413793103,6,0.1428571429,15,Wheat,19:19:19 NPK,
0.5384615385,0.375,0.2413793103,6,0.1428571429,15,Wheat,19:19:19 NPK,
0.5769230769,0.375,0.2413793103,6,0.1428571429,15,Wheat,19:19:19 NPK,
0.6153846154,0.375,0.2413793103,6,0.1428571429,15,Wheat,19:19:19 NPK,
0.3076923077,0.4375,0.275862069,6.5,0.2142857143,20,Wheat,19:19:19 NPK,
0.3461538462,0.4375,0.275862069,6.5,0.2142857143,20,Wheat,19:19:19 NPK,
0.3846153846,0.4375,0.275862069,6.5,0.2142857143,20,Wheat,19:19:19 NPK,
0.4230769231,0.4375,0.275862069,6.5,0.2142857143,20,Wheat,19:19:19 NPK,
0.4615384615,0.4375,0.275862069,6.5,0.2142857143,20,Wheat,19:19:19 NPK,
0.5,0.4375,0.275862069,6.5,0.2142857143,20,Wheat,19:19:19 NPK,
0.5384615385,0.4375,0.275862069,6.5,0.2142857143,20,Wheat,19:19:19 NPK,
0.5769230769,0.4375,0.275862069,6.5,0.2142857143,20,Wheat,19:19:19 NPK,
0.6153846154,0.4375,0.275862069,6.5,0.2142857143,20,Wheat,19:19:19 NPK,
0.3076923077,0.5625,0.3448275862,7,0.2857142857,25,Wheat,19:19:19 NPK,
0.3461538462,0.5625,0.3448275862,7,0.2857142857,25,Wheat,19:19:19 NPK,
0.3846153846,0.5625,0.3448275862,7,0.2857142857,25,Wheat,19:19:19 NPK,
0.4230769231,0.5625,0.3448275862,7,0.2857142857,25,Wheat,19:19:19 NPK,
0.4615384615,0.5625,0.3448275862,7,0.2857142857,25,Wheat,19:19:19 NPK,
0.5,0.5625,0.3448275862,7,0.2857142857,25,Wheat,19:19:19 NPK,
0.5384615385,0.5625,0.3448275862,7,0.2857142857,25,Wheat,19:19:19 NPK,
0.5769230769,0.5625,0.3448275862,7,0.2857142857,25,Wheat,Urea,
0.6153846154,0.5625,0.3448275862,7,0.2857142857,25,Wheat,Urea,
0.3076923077,0.625,0.3793103448,7.5,0.3571428571,15,Wheat,Urea,
0.3461538462,0.625,0.3793103448,7.5,0.3571428571,15,Wheat,Urea,
0.3846153846,0.625,0.3793103448,7.5,0.3571428571,15,Wheat,Urea,
0.4230769231,0.625,0.3793103448,7.5,0.3571428571,15,Wheat,Urea,
0.4615384615,0.625,0.3793103448,7.5,0.3571428571,15,Wheat,Urea,
0.5,0.625,0.3793103448,7.5,0.3571428571,15,Wheat,Urea,
0.5384615385,0.625,0.3793103448,7.5,0.3571428571,15,Wheat,Urea,
0.5769230769,0.625,0.3793103448,7.5,0.3571428571,15,Wheat,Urea,
0.6153846154,0.625,0.3793103448,7.5,0.3571428571,15,Wheat,Urea,
0.3076923077,0.375,0.275862069,6,0.4285714286,20,Wheat,Urea,
0.3461538462,0.375,0.275862069,6,0.4285714286,20,Wheat,Urea,
0.3846153846,0.375,0.275862069,6,0.4285714286,20,Wheat,Urea,
0.4230769231,0.375,0.275862069,6,0.4285714286,20,Wheat,Urea,
0.4615384615,0.375,0.275862069,6,0.4285714286,20,Wheat,Urea,
0.5,0.375,0.275862069,6,0.4285714286,20,Wheat,Urea,
0.5384615385,0.375,0.275862069,6,0.4285714286,20,Wheat,Urea,
0.5769230769,0.375,0.275862069,6,0.4285714286,20,Wheat,Urea,
0.6153846154,0.375,0.275862069,6,0.4285714286,20,Wheat,Urea,
0.3076923077,0.4375,0.3103448276,6.5,0.5,25,Wheat,Urea,
0.3461538462,0.4375,0.3103448276,6.5,0.5,25,Wheat,Urea,
0.3846153846,0.4375,0.3103448276,6.5,0.5,25,Wheat,Urea,
0.4230769231,0.4375,0.3103448276,6.5,0.5,25,Wheat,Urea,
0.4615384615,0.4375,0.3103448276,6.5,0.5,25,Wheat,Urea,
0.5,0.4375,0.3103448276,6.5,0.5,25,Wheat,19:19:19 NPK,
0.5384615385,0.4375,0.3103448276,6.5,0.5,25,Wheat,19:19:19 NPK,
0.5769230769,0.4375,0.3103448276,6.5,0.5,25,Wheat,19:19:19 NPK,
0.6153846154,0.4375,0.3103448276,6.5,0.5,25,Wheat,19:19:19 NPK,
0.3076923077,0.5625,0.3793103448,7,0.1428571429,15,Wheat,19:19:19 NPK,
0.3461538462,0.5625,0.3793103448,7,0.1428571429,15,Wheat,19:19:19 NPK,
0.3846153846,0.5625,0.3793103448,7,0.1428571429,15,Wheat,19:19:19 NPK,
0.4230769231,0.5625,0.3793103448,7,0.1428571429,15,Wheat,19:19:19 NPK,
0.4615384615,0.5625,0.3793103448,7,0.1428571429,15,Wheat,19:19:19 NPK,
0.5,0.5625,0.3793103448,7,0.1428571429,15,Wheat,19:19:19 NPK,
0.5384615385,0.5625,0.3793103448,7,0.1428571429,15,Wheat,19:19:19 NPK,
0.5769230769,0.5625,0.3793103448,7,0.1428571429,15,Wheat,19:19:19 NPK,
0.6153846154,0.5625,0.3793103448,7,0.1428571429,15,Wheat,19:19:19 NPK,
0.3076923077,0.375,0.3103448276,7.5,0.2142857143,20,Wheat,19:19:19 NPK,
0.3461538462,0.375,0.3103448276,7.5,0.2142857143,20,Wheat,19:19:19 NPK,
0.3846153846,0.375,0.3103448276,7.5,0.2142857143,20,Wheat,19:19:19 NPK,
0.4230769231,0.375,0.3103448276,7.5,0.2142857143,20,Wheat,19:19:19 NPK,
0.4615384615,0.375,0.3103448276,7.5,0.2142857143,20,Wheat,19:19:19 NPK,
0.5,0.375,0.3103448276,7.5,0.2142857143,20,Wheat,19:19:19 NPK,
0.5384615385,0.375,0.3103448276,7.5,0.2142857143,20,Wheat,19:19:19 NPK,
0.5769230769,0.375,0.3103448276,7.5,0.2142857143,20,Wheat,19:19:19 NPK,
0.6153846154,0.375,0.3103448276,7.5,0.2142857143,20,Wheat,19:19:19 NPK,
0.3076923077,0.5,0.3793103448,6,0.2857142857,25,Wheat,19:19:19 NPK,
0.3461538462,0.5,0.3793103448,6,0.2857142857,25,Wheat,19:19:19 NPK,
0.3846153846,0.5,0.3793103448,6,0.2857142857,25,Wheat,19:19:19 NPK,
0.4230769231,0.5,0.3793103448,6,0.2857142857,25,Wheat,Urea,
0.4615384615,0.5,0.3793103448,6,0.2857142857,25,Wheat,Urea,
0.5,0.5,0.3793103448,6,0.2857142857,25,Wheat,Urea,
0.5384615385,0.5,0.3793103448,6,0.2857142857,25,Wheat,Urea,
0.5769230769,0.5,0.3793103448,6,0.2857142857,25,Wheat,Urea,
0.6153846154,0.5,0.3793103448,6,0.2857142857,25,Wheat,Urea,
0.3076923077,0.5625,0.2413793103,6.5,0.3571428571,15,Wheat,Urea,
0.3461538462,0.5625,0.2413793103,6.5,0.3571428571,15,Wheat,Urea,
0.3846153846,0.5625,0.2413793103,6.5,0.3571428571,15,Wheat,Urea,
0.4230769231,0.5625,0.2413793103,6.5,0.3571428571,15,Wheat,Urea,
0.4615384615,0.5625,0.2413793103,6.5,0.3571428571,15,Wheat,Urea,
0.5,0.5625,0.2413793103,6.5,0.3571428571,15,Wheat,Urea,
0.5384615385,0.5625,0.2413793103,6.5,0.3571428571,15,Wheat,Urea,
0.5769230769,0.5625,0.2413793103,6.5,0.3571428571,15,Wheat,Urea,
0.6153846154,0.5625,0.2413793103,6.5,0.3571428571,15,Wheat,Urea,
0.3076923077,0.625,0.275862069,7,0.4285714286,20,Wheat,Urea,
0.3461538462,0.625,0.275862069,7,0.4285714286,20,Wheat,Urea,
0.3846153846,0.625,0.275862069,7,0.4285714286,20,Wheat,Urea,
0.4230769231,0.625,0.275862069,7,0.4285714286,20,Wheat,Urea,
0.4615384615,0.625,0.275862069,7,0.4285714286,20,Wheat,Urea,
0.5,0.625,0.275862069,7,0.4285714286,20,Wheat,Urea,
0.5384615385,0.625,0.275862069,7,0.4285714286,20,Wheat,Urea,
0.5769230769,0.625,0.275862069,7,0.4285714286,20,Wheat,Urea,
0.6153846154,0.625,0.275862069,7,0.4285714286,20,Wheat,Urea,
0.3076923077,0.375,0.3448275862,7.5,0.5,25,Wheat,Urea,
0.3461538462,0.375,0.3448275862,7.5,0.5,25,Wheat,19:19:19 NPK,
0.3846153846,0.375,0.3448275862,7.5,0.5,25,Wheat,19:19:19 NPK,
0.4230769231,0.375,0.3448275862,7.5,0.5,25,Wheat,19:19:19 NPK,
0.4615384615,0.375,0.3448275862,7.5,0.5,25,Wheat,19:19:19 NPK,
0.5,0.375,0.3448275862,7.5,0.5,25,Wheat,19:19:19 NPK,
0.5384615385,0.375,0.3448275862,7.5,0.5,25,Wheat,19:19:19 NPK,
0.5769230769,0.375,0.3448275862,7.5,0.5,25,Wheat,19:19:19 NPK,
0.6153846154,0.375,0.3448275862,7.5,0.5,25,Wheat,19:19:19 NPK,
0.3076923077,0.4375,0.3793103448,6,0.1428571429,15,Wheat,19:19:19 NPK,
0.3461538462,0.4375,0.3793103448,6,0.1428571429,15,Wheat,19:19:19 NPK,
0.3846153846,0.4375,0.3793103448,6,0.1428571429,15,Wheat,19:19:19 NPK,
0.4230769231,0.4375,0.3793103448,6,0.1428571429,15,Wheat,19:19:19 NPK,
0.4615384615,0.4375,0.3793103448,6,0.1428571429,15,Wheat,19:19:19 NPK,
0.5,0.4375,0.3793103448,6,0.1428571429,15,Wheat,19:19:19 NPK,
0.5384615385,0.4375,0.3793103448,6,0.1428571429,15,Wheat,19:19:19 NPK,
0.5769230769,0.4375,0.3793103448,6,0.1428571429,15,Wheat,19:19:19 NPK,
0.6153846154,0.4375,0.3793103448,6,0.1428571429,15,Wheat,19:19:19 NPK,
0.3076923077,0.5,0.2413793103,6.5,0.2142857143,20,Wheat,19:19:19 NPK,
0.3461538462,0.5,0.2413793103,6.5,0.2142857143,20,Wheat,19:19:19 NPK,
0.3846153846,0.5,0.2413793103,6.5,0.2142857143,20,Wheat,19:19:19 NPK,
0.4230769231,0.5,0.2413793103,6.5,0.2142857143,20,Wheat,19:19:19 NPK,
0.4615384615,0.5,0.2413793103,6.5,0.2142857143,20,Wheat,19:19:19 NPK,
0.5,0.5,0.2413793103,6.5,0.2142857143,20,Wheat,19:19:19 NPK,
0.5384615385,0.5,0.2413793103,6.5,0.2142857143,20,Wheat,19:19:19 NPK,
0.5769230769,0.5,0.2413793103,6.5,0.2142857143,20,Wheat,19:19:19 NPK,
0.6153846154,0.5,0.2413793103,6.5,0.2142857143,20,Wheat,Urea,
0.3076923077,0.5625,0.275862069,7,0.2857142857,25,Wheat,Urea,
0.3461538462,0.5625,0.275862069,7,0.2857142857,25,Wheat,Urea,
0.3846153846,0.5625,0.275862069,7,0.2857142857,25,Wheat,Urea,
0.4230769231,0.5625,0.275862069,7,0.2857142857,25,Wheat,Urea,
0.4615384615,0.5625,0.275862069,7,0.2857142857,25,Wheat,Urea,
0.5,0.5625,0.275862069,7,0.2857142857,25,Wheat,Urea,
0.5384615385,0.5625,0.275862069,7,0.2857142857,25,Wheat,Urea,
0.5769230769,0.5625,0.275862069,7,0.2857142857,25,Wheat,Urea,
0.6153846154,0.5625,0.275862069,7,0.2857142857,25,Wheat,Urea,
0.3076923077,0.625,0.3103448276,7.5,0.3571428571,15,Wheat,Urea,
0.3461538462,0.625,0.3103448276,7.5,0.3571428571,15,Wheat,Urea,
0.3846153846,0.625,0.3103448276,7.5,0.3571428571,15,Wheat,Urea,
0.4230769231,0.625,0.3103448276,7.5,0.3571428571,15,Wheat,Urea,
0.4615384615,0.625,0.3103448276,7.5,0.3571428571,15,Wheat,Urea,
0.5,0.625,0.3103448276,7.5,0.3571428571,15,Wheat,Urea,
0.5384615385,0.625,0.3103448276,7.5,0.3571428571,15,Wheat,Urea,
0.5769230769,0.625,0.3103448276,7.5,0.3571428571,15,Wheat,Urea,
0.6153846154,0.625,0.3103448276,7.5,0.3571428571,15,Wheat,Urea,
0.3076923077,0.375,0.3793103448,6,0.4285714286,20,Wheat,Urea,
0.3461538462,0.375,0.3793103448,6,0.4285714286,20,Wheat,Urea,
0.3846153846,0.375,0.3793103448,6,0.4285714286,20,Wheat,Urea,
0.4230769231,0.375,0.3793103448,6,0.4285714286,20,Wheat,Urea,
0.4615384615,0.375,0.3793103448,6,0.4285714286,20,Wheat,Urea,
0.5,0.375,0.3793103448,6,0.4285714286,20,Wheat,Urea,
0.5384615385,0.375,0.3793103448,6,0.4285714286,20,Wheat,19:19:19 NPK,
0.5769230769,0.375,0.3793103448,6,0.4285714286,20,Wheat,19:19:19 NPK,
0.6153846154,0.375,0.3793103448,6,0.4285714286,20,Wheat,19:19:19 NPK,
0.3076923077,0.4375,0.2413793103,6.5,0.5,25,Wheat,19:19:19 NPK,
0.3461538462,0.4375,0.2413793103,6.5,0.5,25,Wheat,19:19:19 NPK,
0.3846153846,0.4375,0.2413793103,6.5,0.5,25,Wheat,19:19:19 NPK,
0.4230769231,0.4375,0.2413793103,6.5,0.5,25,Wheat,19:19:19 NPK,
0.4615384615,0.4375,0.2413793103,6.5,0.5,25,Wheat,19:19:19 NPK,
0.5,0.4375,0.2413793103,6.5,0.5,25,Wheat,19:19:19 NPK,
0.5384615385,0.4375,0.2413793103,6.5,0.5,25,Wheat,19:19:19 NPK,
0.5769230769,0.4375,0.2413793103,6.5,0.5,25,Wheat,19:19:19 NPK,
0.6153846154,0.4375,0.2413793103,6.5,0.5,25,Wheat,19:19:19 NPK,
0.3076923077,0.5,0.275862069,7,0.1428571429,15,Wheat,19:19:19 NPK,
0.3461538462,0.5,0.275862069,7,0.1428571429,15,Wheat,19:19:19 NPK,
0.3846153846,0.5,0.275862069,7,0.1428571429,15,Wheat,19:19:19 NPK,
0.4230769231,0.5,0.275862069,7,0.1428571429,15,Wheat,19:19:19 NPK,
0.4615384615,0.5,0.275862069,7,0.1428571429,15,Wheat,19:19:19 NPK,
0.5,0.5,0.275862069,7,0.1428571429,15,Wheat,19:19:19 NPK,
0.5384615385,0.5,0.275862069,7,0.1428571429,15,Wheat,19:19:19 NPK,
0.5769230769,0.5,0.275862069,7,0.1428571429,15,Wheat,19:19:19 NPK,
0.6153846154,0.5,0.275862069,7,0.1428571429,15,Wheat,19:19:19 NPK,
0.3076923077,0.5625,0.3103448276,7.5,0.2142857143,20,Wheat,19:19:19 NPK,
0.3461538462,0.5625,0.3103448276,7.5,0.2142857143,20,Wheat,19:19:19 NPK,
0.3846153846,0.5625,0.3103448276,7.5,0.2142857143,20,Wheat,19:19:19 NPK,
0.4230769231,0.5625,0.3103448276,7.5,0.2142857143,20,Wheat,19:19:19 NPK,
0.4615384615,0.5625,0.3103448276,7.5,0.2142857143,20,Wheat,Urea,
0.5,0.5625,0.3103448276,7.5,0.2142857143,20,Wheat,Urea,
0.5384615385,0.5625,0.3103448276,7.5,0.2142857143,20,Wheat,Urea,
0.5769230769,0.5625,0.3103448276,7.5,0.2142857143,20,Wheat,Urea,
0.6153846154,0.5625,0.3103448276,7.5,0.2142857143,20,Wheat,Urea,
0.3076923077,0.625,0.3448275862,6,0.2857142857,25,Wheat,Urea,
0.3461538462,0.625,0.3448275862,6,0.2857142857,25,Wheat,Urea,
0.3846153846,0.625,0.3448275862,6,0.2857142857,25,Wheat,Urea,
0.4230769231,0.625,0.3448275862,6,0.2857142857,25,Wheat,Urea,
0.4615384615,0.625,0.3448275862,6,0.2857142857,25,Wheat,Urea,
0.5,0.625,0.3448275862,6,0.2857142857,25,Wheat,Urea,
0.5384615385,0.625,0.3448275862,6,0.2857142857,25,Wheat,Urea,
0.5769230769,0.625,0.3448275862,6,0.2857142857,25,Wheat,Urea,
0.6153846154,0.625,0.3448275862,6,0.2857142857,25,Wheat,Urea,
0,0.25,0.1034482759,6,0.1428571429,25,Groundnut,Chilated Micronutrient,
0.03846153846,0.25,0.1034482759,6,0.1428571429,25,Groundnut,Chilated Micronutrient,
0.07692307692,0.25,0.1034482759,6,0.1428571429,25,Groundnut,Chilated Micronutrient,
0,0.3125,0.1379310345,6.5,0.2142857143,30,Groundnut,Chilated Micronutrient,
0.03846153846,0.3125,0.1379310345,6.5,0.2142857143,30,Groundnut,Chilated Micronutrient,
0.07692307692,0.3125,0.1379310345,6.5,0.2142857143,30,Groundnut,Chilated Micronutrient,
0,0.375,0.1034482759,7,0.1428571429,25,Groundnut,Chilated Micronutrient,
0.03846153846,0.375,0.1034482759,7,0.1428571429,25,Groundnut,Chilated Micronutrient,
0.07692307692,0.375,0.1034482759,7,0.1428571429,25,Groundnut,Chilated Micronutrient,
0,0.25,0.1379310345,7.5,0.2142857143,30,Groundnut,SSP,
0.03846153846,0.25,0.1379310345,7.5,0.2142857143,30,Groundnut,SSP,
0.07692307692,0.25,0.1379310345,7.5,0.2142857143,30,Groundnut,SSP,
0,0.3125,0.1034482759,6,0.1428571429,25,Groundnut,SSP,
0.03846153846,0.3125,0.1034482759,6,0.1428571429,25,Groundnut,SSP,
0.07692307692,0.3125,0.1034482759,6,0.1428571429,25,Groundnut,SSP,
0,0.375,0.1379310345,6.5,0.2142857143,30,Groundnut,SSP,
0.03846153846,0.375,0.1379310345,6.5,0.2142857143,30,Groundnut,SSP,
0.07692307692,0.375,0.1379310345,6.5,0.2142857143,30,Groundnut,SSP,
0.2307692308,0.1875,0.1724137931,6,0.1428571429,25,Groundnut,Chilated Micronutrient,
0.2692307692,0.1875,0.1724137931,6,0.1428571429,25,Groundnut,Chilated Micronutrient,
0.3076923077,0.1875,0.1724137931,6,0.1428571429,25,Groundnut,Chilated Micronutrient,
0.2307692308,0.25,0.2068965517,6.5,0.2142857143,30,Groundnut,Chilated Micronutrient,
0.2692307692,0.25,0.2068965517,6.5,0.2142857143,30,Groundnut,Chilated Micronutrient,
0.3076923077,0.25,0.2068965517,6.5,0.2142857143,30,Groundnut,Chilated Micronutrient,
0.2307692308,0.1875,0.2413793103,7,0.1428571429,25,Groundnut,Chilated Micronutrient,
0.2692307692,0.1875,0.2413793103,7,0.1428571429,25,Groundnut,Chilated Micronutrient,
0.3076923077,0.1875,0.2413793103,7,0.1428571429,25,Groundnut,Chilated Micronutrient,
0.2307692308,0.25,0.1724137931,7.5,0.2142857143,30,Groundnut,SSP,
0.2692307692,0.25,0.1724137931,7.5,0.2142857143,30,Groundnut,SSP,
0.3076923077,0.25,0.1724137931,7.5,0.2142857143,30,Groundnut,SSP,
0.2307692308,0.1875,0.2068965517,6,0.1428571429,25,Groundnut,SSP,
0.2692307692,0.1875,0.2068965517,6,0.1428571429,25,Groundnut,SSP,
0.3076923077,0.1875,0.2068965517,6,0.1428571429,25,Groundnut,SSP,
0.2307692308,0.25,0.2413793103,6.5,0.2142857143,30,Groundnut,SSP,
0.2692307692,0.25,0.2413793103,6.5,0.2142857143,30,Groundnut,SSP,
0.3076923077,0.25,0.2413793103,6.5,0.2142857143,30,Groundnut,SSP,
0.1538461538,0.125,0.1034482759,5.5,0.1428571429,25,Groundnut,Chilated Micronutrient,
0.1923076923,0.125,0.1034482759,5.5,0.1428571429,25,Groundnut,Chilated Micronutrient,
0.2307692308,0.125,0.1034482759,5.5,0.1428571429,25,Groundnut,Chilated Micronutrient,
0.1538461538,0.25,0.1724137931,6,0.2142857143,30,Groundnut,Chilated Micronutrient,
0.1923076923,0.25,0.1724137931,6,0.2142857143,30,Groundnut,Chilated Micronutrient,
0.2307692308,0.25,0.1724137931,6,0.2142857143,30,Groundnut,Chilated Micronutrient,
0.1538461538,0.125,0.1724137931,6.5,0.1428571429,25,Groundnut,Chilated Micronutrient,
0.1923076923,0.125,0.1724137931,6.5,0.1428571429,25,Groundnut,Chilated Micronutrient,
0.2307692308,0.125,0.1724137931,6.5,0.1428571429,25,Groundnut,Chilated Micronutrient,
0.1538461538,0.25,0.1034482759,7,0.2142857143,30,Groundnut,SSP,
0.1923076923,0.25,0.1034482759,7,0.2142857143,30,Groundnut,SSP,
0.2307692308,0.25,0.1034482759,7,0.2142857143,30,Groundnut,SSP,
0.7692307692,0.625,0.2413793103,6,0.1428571429,20,Maize,Urea,
0.8076923077,0.625,0.2413793103,6,0.1428571429,20,Maize,Urea,
0.8461538462,0.625,0.2413793103,6,0.1428571429,20,Maize,Urea,
0.8846153846,0.625,0.2413793103,6,0.1428571429,20,Maize,Urea,
0.9230769231,0.625,0.2413793103,6,0.1428571429,20,Maize,Urea,
0.9615384615,0.625,0.2413793103,6,0.1428571429,20,Maize,Urea,
1,0.625,0.2413793103,6,0.1428571429,20,Maize,Urea,
0.7692307692,0.6875,0.275862069,6.5,0.2142857143,25,Maize,Urea,
0.8076923077,0.6875,0.275862069,6.5,0.2142857143,25,Maize,Urea,
0.8461538462,0.6875,0.275862069,6.5,0.2142857143,25,Maize,Urea,
0.8846153846,0.6875,0.275862069,6.5,0.2142857143,25,Maize,Urea,
0.9230769231,0.6875,0.275862069,6.5,0.2142857143,25,Maize,Urea,
0.9615384615,0.6875,0.275862069,6.5,0.2142857143,25,Maize,Urea,
1,0.6875,0.275862069,6.5,0.2142857143,25,Maize,Urea,
0.7692307692,0.75,0.3103448276,7,0.2857142857,30,Maize,Urea,
0.8076923077,0.75,0.3103448276,7,0.2857142857,30,Maize,Urea,
0.8461538462,0.75,0.3103448276,7,0.2857142857,30,Maize,Urea,
0.8846153846,0.75,0.3103448276,7,0.2857142857,30,Maize,Urea,
0.9230769231,0.75,0.3103448276,7,0.2857142857,30,Maize,Urea,
0.9615384615,0.75,0.3103448276,7,0.2857142857,30,Maize,Urea,
1,0.75,0.3103448276,7,0.2857142857,30,Maize,Urea,
0.7692307692,0.8125,0.3448275862,7.5,0.1428571429,20,Maize,Urea,
0.8076923077,0.8125,0.3448275862,7.5,0.1428571429,20,Maize,Urea,
0.8461538462,0.8125,0.3448275862,7.5,0.1428571429,20,Maize,Urea,
0.8846153846,0.8125,0.3448275862,7.5,0.1428571429,20,Maize,Urea,
0.9230769231,0.8125,0.3448275862,7.5,0.1428571429,20,Maize,Urea,
0.9615384615,0.8125,0.3448275862,7.5,0.1428571429,20,Maize,Urea,
1,0.8125,0.3448275862,7.5,0.1428571429,20,Maize,Urea,
0.7692307692,0.875,0.3793103448,6,0.2142857143,25,Maize,Urea,
0.8076923077,0.875,0.3793103448,6,0.2142857143,25,Maize,Urea,
0.8461538462,0.875,0.3793103448,6,0.2142857143,25,Maize,Urea,
0.8846153846,0.875,0.3793103448,6,0.2142857143,25,Maize,Urea,
0.9230769231,0.875,0.3793103448,6,0.2142857143,25,Maize,Urea,
0.9615384615,0.875,0.3793103448,6,0.2142857143,25,Maize,Urea,
1,0.875,0.3793103448,6,0.2142857143,25,Maize,Urea,
0.7692307692,0.625,0.275862069,6.5,0.2857142857,30,Maize,SSP,
0.8076923077,0.625,0.275862069,6.5,0.2857142857,30,Maize,SSP,
0.8461538462,0.625,0.275862069,6.5,0.2857142857,30,Maize,SSP,
0.8846153846,0.625,0.275862069,6.5,0.2857142857,30,Maize,SSP,
0.9230769231,0.625,0.275862069,6.5,0.2857142857,30,Maize,SSP,
0.9615384615,0.625,0.275862069,6.5,0.2857142857,30,Maize,SSP,
1,0.625,0.275862069,6.5,0.2857142857,30,Maize,SSP,
0.7692307692,0.6875,0.3103448276,7,0.1428571429,20,Maize,SSP,
0.8076923077,0.6875,0.3103448276,7,0.1428571429,20,Maize,SSP,
0.8461538462,0.6875,0.3103448276,7,0.1428571429,20,Maize,SSP,
0.8846153846,0.6875,0.3103448276,7,0.1428571429,20,Maize,SSP,
0.9230769231,0.6875,0.3103448276,7,0.1428571429,20,Maize,SSP,
0.9615384615,0.6875,0.3103448276,7,0.1428571429,20,Maize,SSP,
1,0.6875,0.3103448276,7,0.1428571429,20,Maize,SSP,
0.7692307692,0.75,0.3448275862,7.5,0.2142857143,25,Maize,SSP,
0.8076923077,0.75,0.3448275862,7.5,0.2142857143,25,Maize,SSP,
0.8461538462,0.75,0.3448275862,7.5,0.2142857143,25,Maize,SSP,
0.8846153846,0.75,0.3448275862,7.5,0.2142857143,25,Maize,SSP,
0.9230769231,0.75,0.3448275862,7.5,0.2142857143,25,Maize,SSP,
0.9615384615,0.75,0.3448275862,7.5,0.2142857143,25,Maize,SSP,
1,0.75,0.3448275862,7.5,0.2142857143,25,Maize,SSP,
0.7692307692,0.8125,0.3793103448,6,0.2857142857,30,Maize,SSP,
0.8076923077,0.8125,0.3793103448,6,0.2857142857,30,Maize,SSP,
0.8461538462,0.8125,0.3793103448,6,0.2857142857,30,Maize,SSP,
0.8846153846,0.8125,0.3793103448,6,0.2857142857,30,Maize,SSP,
0.9230769231,0.8125,0.3793103448,6,0.2857142857,30,Maize,SSP,
0.9615384615,0.8125,0.3793103448,6,0.2857142857,30,Maize,SSP,
1,0.8125,0.3793103448,6,0.2857142857,30,Maize,SSP,
0.7692307692,0.875,0.2413793103,6.5,0.1428571429,20,Maize,SSP,
0.8076923077,0.875,0.2413793103,6.5,0.1428571429,20,Maize,SSP,
0.8461538462,0.875,0.2413793103,6.5,0.1428571429,20,Maize,SSP,
0.8846153846,0.875,0.2413793103,6.5,0.1428571429,20,Maize,SSP,
0.9230769231,0.875,0.2413793103,6.5,0.1428571429,20,Maize,SSP,
0.9615384615,0.875,0.2413793103,6.5,0.1428571429,20,Maize,SSP,
1,0.875,0.2413793103,6.5,0.1428571429,20,Maize,SSP,
0.7692307692,0.625,0.3103448276,7,0.2142857143,25,Maize,MOP,
0.8076923077,0.625,0.3103448276,7,0.2142857143,25,Maize,MOP,
0.8461538462,0.625,0.3103448276,7,0.2142857143,25,Maize,MOP,
0.8846153846,0.625,0.3103448276,7,0.2142857143,25,Maize,MOP,
0.9230769231,0.625,0.3103448276,7,0.2142857143,25,Maize,MOP,
0.9615384615,0.625,0.3103448276,7,0.2142857143,25,Maize,MOP,
1,0.625,0.3103448276,7,0.2142857143,25,Maize,MOP,
0.7692307692,0.6875,0.3448275862,7.5,0.2857142857,30,Maize,MOP,
0.8076923077,0.6875,0.3448275862,7.5,0.2857142857,30,Maize,MOP,
0.8461538462,0.6875,0.3448275862,7.5,0.2857142857,30,Maize,MOP,
0.8846153846,0.6875,0.3448275862,7.5,0.2857142857,30,Maize,MOP,
0.9230769231,0.6875,0.3448275862,7.5,0.2857142857,30,Maize,MOP,
0.9615384615,0.6875,0.3448275862,7.5,0.2857142857,30,Maize,MOP,
1,0.6875,0.3448275862,7.5,0.2857142857,30,Maize,MOP,
0.7692307692,0.75,0.3793103448,6,0.1428571429,20,Maize,MOP,
0.8076923077,0.75,0.3793103448,6,0.1428571429,20,Maize,MOP,
0.8461538462,0.75,0.3793103448,6,0.1428571429,20,Maize,MOP,
0.8846153846,0.75,0.3793103448,6,0.1428571429,20,Maize,MOP,
0.9230769231,0.75,0.3793103448,6,0.1428571429,20,Maize,MOP,
0.9615384615,0.75,0.3793103448,6,0.1428571429,20,Maize,MOP,
